institution,institution_fullname,title,abstract,author,firstname_lastname,year,program,Category,prob_EEE
Guelph,University of Guelph,From biomes to genomes: Perspectives on the lichen symbiosis.,"Symbiosis, the intimate relationship between unrelated organisms, is a widespread complex trait that allows for exploitation of ecological niches and has the potential to drive evolutionary change. The lichen symbiosis is an obligate mutualism of fungi, photosynthesizers, and bacteria, with polyphyly of lichenization exhibited by each group. Despite the long history of lichenology, many key features of lichens have only recently been discovered, leading to questions about past assumptions. In addition, lichenology has sometimes lacked comparison with non-lichen-forming fungi in a phylogenetic context. Here, we present a framework through which to examine the complexities of the lichen symbiosis, and then employ the framework to explore two aspects of lichen biology. We evaluated the claim that 8% of the world is covered in lichens and found this was unsubstantiated. We then used a MaxEnt model to predict northern North American occurrence of Cladonia rangiferina to test its viability as a method to estimate global lichen coverage. Our model predicted C. rangiferina could cover 35% of northern North America, demonstrating that MaxEnt may form the starting point for a more integrated model. At the other end of the biological scale, we designed and validated a method to estimate lichen-forming fungal genome size. We then measured the fungal genomes of 25 lichens (23 not currently included in the Fungal Genome Size Database) spanning 2 classes and 10 orders of lichen-forming fungi and 3 independent origins of lichenization, and compared them to non-lichen-forming taxa in a phylogenetic context. We found that all lichens have relatively small genomes for eukaryotes (mean of 0.028 pg), and that they are comparable to their nearest non-lichen-forming relatives. In all, we demonstrate the applicability of employing a multi-perspective framework to the study of complex biological entities, the value of evaluating uncertain claims, and the utility of comparing fundamental traits across phylogeny. Finally, we suggest further questions to investigate in this complex and fascinating symbiosis.","Drotos, Katherine.",Katherine Drotos,2023,PhD,EEE,0.7446756865013604
Guelph,University of Guelph,Functional Characterization of Andropogon gerardii (Big Bluestem) Fungal Endophytes and Their Relationship with Panicum virgatum (Switchgrass).,"Co-evolution between the soil microbial community and plants has led to some microorganisms becoming incorporated within plant tissues, known as endophytes. Seed-borne endophytes are unique, as this point of the life-cycle represents the beginning of a life-long relationship between symbiotic partners. In this Thesis, I investigate whether fungal endophytes belonging to one host species can be transferred for the benefit of another host species in the same family. More than 400 fungal endophyte strains were isolated from seeds harvested from 24 Andropogon gerardii plants grown in a low-resource system. Beneficial properties were screened for 110 morphotypes to select candidates for further characterization and greenhouse growth experiments in Panicum virgatum. It was found that individual endophytes can influence the biomass of a plant, and additionally, proteome analysis revealed a variety of proteins that may provide pathways for endophyte-plant interactions. Overall, an understanding of endophytic symbioses may provide insight to their complex adaptability with plants.","Gee, Lilianne.",Lilianne Gee,2022,MSc,EEE,0.6475132283386518
Guelph,University of Guelph,Functional Characterization of Putative Beta-Lactamases in Pseudomonas aeruginosa.,"Pseudomonas aeruginosa is a Gram-negative, opportunistic pathogen that is a major cause of nosocomial infections in immunocompromised patients. Chronic P. aeruginosa infections are difficult to treat due to a limited sensitivity to antimicrobials resulting from an abundance of resistance mechanisms. For example, P. aeruginosa has the ability to transition from free roaming (planktonic) cells into biofilms, which provide protection against antimicrobials. P. aeruginosa also produces numerous antibiotic-inactivating enzymes such as β-lactamases, which target and break down β-lactam antibiotics. Through proteomic analysis of the P. aeruginosa laboratory strain PAO1, a number of uncharacterized proteins were identified that are predicted to be novel β-lactamases. This project focuses on characterizing three of the identified proteins: the biofilm dominant PA2915, the biofilm and planktonic variable PA0832, and the planktonic dominant PA0057. Targeted mutagenesis using allelic exchange was used to remove genes of interest in P. aeruginosa. The resulting knockouts were tested for susceptibility to β-lactam antibiotics as both biofilm and planktonic communities. In addition, the target proteins were biochemically characterized in vitro by detecting β-lactamase activity using the standard chromogenic β-lactam substrate, nitrocefin. These results show that PA2915 and PA0832 possess low level β-lactamase activity but do not provide any significant resistance against β-lactam antibiotics in P. aeruginosa. However, these proteins may play a role in biofilm biomass production in late-stage biofilm formation, as well as during carboxypenicillin stress. PA0057 activity both in vitro and in vivo was inconclusive. Overall, this work provides the foundation for future structure function studies of these putative β-lactamases.","Wilson, Victoria.",Victoria Wilson,2022,MSc,other,0.2685805181735662
Guelph,University of Guelph,Functional genes and regulatory elements influencing immune response of sheep to gastrointestinal nematode infection.,"Infection with gastrointestinal nematodes is challenging and costly for sheep producers and impacts the economic efficiency of farms and reduces the welfare of infected animals. There is evidence that resistance to gastrointestinal nematodes is a heritable trait in sheep, and genetic selection for this trait is a novel method for Canadian sheep producers to reduce levels of gastrointestinal nematode infection in their flocks. This thesis sought to identify functional regulatory elements including genes, mRNA isoforms, and long non-coding RNA that regulate the host immune response to gastrointestinal nematode infection in sheep using hepatic tissue collected from animals with various levels of gastrointestinal nematode infection and immune responsiveness. A list of candidate key regulatory genes, mRNA isoforms, and long non-coding RNAs were identified. These candidate regulatory elements may be used in future genomic selection programs to increase the resistance of grazing sheep to infection by gastrointestinal nematodes.","Willoughby, Olivia.",Olivia Willoughby,2023,MSc,other,0.4188314164359148
Guelph,University of Guelph,Gender Differences in Bargaining and the Effects of Gender Revealing Settings: A Laboratory Experiment.,This research uses an incentivized laboratory experiment to analyze the impacts of revealing gender on women's bargaining behaviours and outcomes. Participants negotiated in an alternating-offer bargaining game for the sale price of a digital $10 token. Participants chose either to conceal or reveal their self-identified gender through the selection of an avatar used throughout the bargaining game. The results of this exploratory study suggest that women who chose to reveal their gender capture approximately $1.50 less of a possible $10 negotiation surplus than men who chose to reveal their gender.,"Maddocks, Isabel.",Isabel Maddocks,2023,MSc,other,0.1451872751859754
Guelph,University of Guelph,Gene expression analysis of two Asparagus officinalis L. cultivars with varying levels of freezing tolerance under field and controlled environments.,"Freezing tolerance in asparagus has been associated with timely acclimation of cultivars in the fall, delayed spring deacclimation, and levels of certain cryoprotectants such as fructans, glucose, protein, and proline in the crown. In the current study, gene expression analysis was performed among asparagus cultivars with varying adaptation to southern Ontario to uncover the molecular mechanisms involved in freezing tolerance. In the field, the asparagus cultivar 'Guelph Millennium' (GM), adapted to southern Ontario, acclimated earlier in the fall than the unadapted cultivar, 'UC157' (UC) but both cultivars achieved similar levels of freezing tolerance late in the season. During spring, UC lost freezing tolerance earlier than GM. Differential gene expression patterns among cultivars especially in the buds were consistent with the differences and similarities in freezing tolerance. Functional analysis indicated genes involved in the carbohydrate metabolic process, proline metabolism, plant hormone signal transduction, late embryogenesis abundant proteins, circadian rhythm, and biosynthesis of secondary metabolites were associated with levels of freezing tolerance. Two C-repeat binding factor candidates were also identified that were highly induced in both cultivars in response to cold acclimation and shock treatments under controlled conditions. These results provide new insights into the cold acclimation and deacclimation processes in asparagus and could be valuable for understanding the molecular mechanisms of freezing tolerance.","Gill, Arshdeep Singh.",Arshdeep Gill,2023,PhD,EEE,0.5566581836363588
Guelph,University of Guelph,General and Feeding Coparenting; Influences on Food Parenting and Children's Eating.,"Coparenting quality, defined as the way parents work together and support each other in their roles as parents, has been associated with the practices parents use to feed their children, i.e., food parenting practices. Research on coparenting and food parenting has been mostly limited to parent-report methods and few studies have examined how mothers' and fathers' coparenting quality might be differentially associated with food parenting and child eating outcomes. This thesis' four studies aimed to address these research gaps. Study 1 compared mothers' (n=150) and fathers' (n=150) coparenting quality, assessed quantitatively, during the COVID-19 pandemic and identified that mothers had lower coparenting quality, as compared to fathers. This study also conducted a thematic analysis of mothers' (n=159) and fathers' (n=75) perceptions of how coparenting changed during the COVID-19 and found five key themes: gendered changes to division of labour, increased conflict, increased teamwork, less alone time, and increased stress among parents. Study 2 explored the cross-sectional associations between mothers' (n=58) and fathers' (n=40) general coparenting quality and their food parenting practices. Better coparenting quality was associated with more responsive food parenting practices, and more significant and stronger associations were found among mothers, as compared to fathers. Study 3 examined the associations between mothers' (n=228) and fathers' (n=167) food parenting and children's eating behaviours and whether coparenting quality moderates this association. In general, structure and autonomy promoting food parenting practices were associated with less food approach behaviour, and coercive control practices were associated with more food approach behaviour. Coparenting quality did not modify these associations. In study 4 an observational tool to measure feeding coparenting during family mealtimes was developed and applied to examine associations between mothers' (n=70) and fathers' (n=68) observed feeding coparenting and food parenting practices. Differences were found in how mothers' feeding coparenting was associated with food parenting, as compared to fathers. This thesis highlights the importance of coparenting quality among mothers and fathers in the context of feeding, and because of the COVID-19 pandemic. Findings can help inform future interventions and policies aiming to improve parents' coparenting, food parenting, and children's nutrition outcomes.","Douglas, Sabrina.",Sabrina Douglas,2023,PhD,other,0.35597049354172994
Guelph,University of Guelph,Generalized Inverses and Applications to Neural Networks and Quantum Information.,"This thesis studies several topics with the first being the theory of generalized inverses focusing on their properties and later on their applications to quantum walks. A connection between generalized inverses and neural networks is identified. A variety of neural network models are studied, It can be shown that Zhang neural networks can be effective in finding solutions to generalized inverses when the underlying matrices in question exhibit time dependence. At the end we cover applications in quantum information such as the aforementioned application to quantum walks as well as properties pertaining to the invertible structure of completely positive trace preserving maps and quantum error correction.","Elkhalifa, Mujtaba.",Mujtaba Elkhalifa,2024,MSc,other,0.26486766655203564
Guelph,University of Guelph,"Generative AI for Web Accessibility: Enthusiasm, Caution, and Next Steps.","Emerging Generative Artificial Intelligence (GAI) technologies have substantially transformed how software professionals work by automating tasks, improving code quality, and enhancing creativity. However, little research has been conducted on how GAI tools are currently being used by software professionals to address web accessibility challenges, including the associated risks and opportunities. To address this gap, 91 survey responses from software practitioners were gathered, and five senior accessibility specialists were interviewed. Findings reveal that GAI tools are being used to address existing problems within web accessibility, particularly those related to lack of education and limited time. Software professionals who view accessibility as an ethical responsibility, rather than merely a technical requirement, approach the use and adoption of GAI tools differently and are more skeptical about trusting them. This cautious and ethical approach extends to suggestions for improving GAI tools for accessibility, with practitioners providing practical approaches to increase GAI adoption and proposing long-term goals for enhancing web accessibility.","Paul, Ryan.",Ryan Paul,2024,MSc,other,0.2880754678663826
Guelph,University of Guelph,Generative Network Guidance using Preference Learning.,"As image generation becomes more expressive, its applicability expands at an impressive rate, and controlling the network's outputs becomes more challenging. Modern works leverage linguistic embeddings to guide generation, but we examine an indirect form of control: preference learning. Specifically, we employ image comparison to inform latent optimization, recreating the mental image of an observer. In our experiments, we use EMNIST Handwritten Digits and Letters to recreate an observer's mental image using preferences between generated images. Our experimental results suggest that this technique is potentially applicable to complex, risk-intolerant tasks such as face sketching, but only with future refinement. The effectiveness of this method depends on several factors, including the accuracy of classification models used in the process, the dimensionality of the generator latent space, and the complexity of the features in the image domain. Finally, we conduct both quantitative measurements and qualitative analysis on the influence of each factor.","Sovernigo, Giuliano.",Giuliano Sovernigo,2024,MSc,other,0.3465996900289825
Guelph,University of Guelph,Genetic Architecture of Variation in Growth and Feeding-Related Traits in Rainbow Trout (Oncorhynchus mykiss) Chronically Exposed to Warmer Water Temperatures.,"I characterized the genetic architecture of growth- and feeding-related traits as indicators of animal performance in rainbow trout exposed to atypical (warmer) temperatures over a chronic timescale (64 days). Most of the single nucleotide polymorphisms (SNPs) associated with variation in weight specific growth rate (adjusted for initial body weight) (WSGR-adjusted) were located on two chromosomes, Omy05 and Omy20, based on the genome wide association analysis. Candidate gene analysis identified 2125 unique rainbow trout genes located within 100kb of significant SNPs. Ontology analysis for the biological processes of these genes revealed assignments to neurotransmission, cellular processes, cell structure, signalling, and development. Analysis of feeding-related traits detected fewer significant SNPs, but the associated genes were characterized by similar biological processes as WSGR-adjusted. My results suggest that the genetic variants for growth rate identified here could be used to improve the performance of Ontario rainbow trout exposed to heightened summer temperatures.","Konstantinov, Nikita.",Nikita Konstantinov,2023,MSc,EEE,0.5505835222683382
Guelph,University of Guelph,Genetic Dissection of Soybean [Glycine max (L.) Merr.] Seed Composition in Populations Derived from Edamame × Food-Grade Crosses.,"Soybean seed size and concentrations of protein, oil, sucrose, stachyose, and raffinose are major breeding targets to improve quality. The objectives of this study were to quantify genetic, environment, and genotype-by-environment effects on the stated traits, and to identify and validate quantitative trait loci (QTL) associated with them. Recombinant inbred lines (RILs) derived from two crosses between high-performing food-grade soybeans and imported high-protein edamame (MF1 x OAC Ramsay, and MF1 x DH410) were grown in four Southern Ontario environments. Single nucleotide polymorphism (SNP) markers were generated for RILs using genotyping-by-sequencing. Construction of linkage groups and QTL analyses were done using IciMapping software. Significant genotype-by-environment interactions were found for seed size but no other traits. In total, 94 QTL were discovered underlying the traits of interest, 14 of which were identified in another population or environment. The findings of this study can assist breeders in developing cultivars with improved seed quality.","McDonald, Kevin.",Kevin McDonald,2022,MSc,EEE,0.5864697616798511
Guelph,University of Guelph,Genetic Diversity Analysis and Genome Wide Association Study for Important Traits in an Asparagus Breeding Program.,"Asparagus is a dioecious perennial crop, thought to have a narrow genetic base. Breeding can be enhanced by determining the genetic architecture of important traits, as well as understanding genetic diversity in cultivated germplasm. The objectives of this study were to: 1) to assess genetic diversity, population structure, and linkage disequilibrium (LD) among 64 asparagus germplasm lines from different growing regions and 2) conduct genome-wide association studies (GWAS) for two traits: number of andromonoecious berries on male plants (NOB) and ratio of plant height to the height of the first branch off the ground (PH/BH). In a collection of hybrids and open-pollinated populations for genetic diversity assessment SNP (Single Nucleotide Polymorphisms) markers exhibited a wide range of Expected Heterozygosity (He), Polymorphic Information Content (PIC) and Observed Heterozygosity (Ho) with mean values of 0.370, 0.310, and 0.450 respectively. Population STRUCTURE analysis indicated that the 64 lines were grouped into K= two, four, seven, and nine subpopulations. For K=9, five subpopulations were admixtures whereas four distinct groups were defined as: 1) New Jersey, France, and California; 2) China and The Netherlands; 3) England, and India; and 4) Canada. The results were further confirmed by PCA (Principal Component Analysis), and a phylogenetic tree. In a mapping population of 760 genotypes with LD decay of 0.01 Mbp, 10 and three quantitative trait loci (QTL) were associated with NOB and PH/BH, respectively. Overall, this study demonstrated the potential application of association mapping in asparagus to understand the genetic complexity of traits, for the identification of candidate genes, and marker-assisted selection in the future. In addition, genetic diversity in the crop is greater than previously predicted, suggesting significant potential for further genetic improvement.","Sidhu, Gurleen.",Gurleen Sidhu,2024,PhD,EEE,0.6794608023372872
Guelph,University of Guelph,Genetic Mechanisms of Male and Female Cattle Fertility.,"Reproductive inefficiency is one of the main reasons for culling in both the dairy and beef industry, with pregnancy losses being a contributing factor. Most pregnancy losses occur early after fertilization which may be due to reduced cow and/or bull fertility. Cattle fertility is a complex trait affected by many physiological events that genomic selection fails to account for, including a non-receptive uterine environment or inadequate semen quality. By identifying highly fertile animals, production efficiency in the cattle industry can be maintained. With the development of high-throughput technologies such as genome-wide association studies and transcriptomics, the underlying genomic architecture of fertility can be elucidated. The goal of this thesis was to identify biological mechanisms such as genes, regulatory elements, metabolic pathways, single nucleotide polymorphisms, and QTLs associated with male and female fertility. To identify factors influencing bull fertility, a genome-wide association study was performed using sperm motility and scrotal circumference measurements in crossbred beef cattle. Positional candidate genes with additional functional evidence were identified that may be used to improve bull genomic predictions for these traits. RNA-Sequencing was used to identify differentially expressed genes, splice variants, and long non-coding RNA between the endometrium of non-pregnant and pregnant dairy cattle 15 days after insemination. Results from these studies identified candidate genes and novel regulatory elements impacting endometrial receptivity to the developing conceptus. A QTL annotation using the regions of the significant windows related to scrotal circumference and sperm motility and the regions of the differentially expressed endometrial transcripts revealed an overlap among male and female reproduction QTLs. A genetic correlation between male and female fertility therefore may exist and by studying both bull and cow fertility a more complete understanding of the reproductive performance to improve the efficiency of the cattle industry can be discovered.","Sweett, Hannah.",Hannah Sweett,2022,PhD,other,0.4511288152464743
Guelph,University of Guelph,Genetic Study and QTL Analysis on Soybean Seed Protein Quality and Quantity.,"Soybean (Glycine max (L.) Merrill) protein quality is limited by deficiencies in the concentrations of amino acids cysteine (Cys), methionine (Met), threonine (Thr), and lysine (Lys). This study aimed to: (1) assess the effects of genotype, environment, and genotype-by-environment interactions (GEI) on seed protein quantity and quality in two recombinant inbred line (RIL) populations derived from amino acid manipulated fast neutron mutants, in multi-environment trials (MET) conducted in four environments in southern Ontario; and (2) to identify and validate quantitative trait loci (QTL) associated with seed protein quantity and quality in the two populations. Genotype and environment effects were significant for all target traits. Significant GEI effects on protein, Thr, and Lys were observed in at least one population. A modified QTL-seq analysis discovered genomic regions associated with target traits in three of the 20 soybean chromosomes. These results may be useful for breeding efforts on improving soybean protein nutrition.","Zhang, Jianyu.",Jianyu Zhang,2022,MSc,EEE,0.7299654918051559
Guelph,University of Guelph,Genetic dissection of bacterial brown spot and common bacterial blight resistance in common bean (Phaseolus vulgaris L.).,"Dry bean (Phaseolus vulgaris L.) is the most important legume crop for direct human consumption, known for being a high plant-based source of protein, starches, and fibres. Bacterial blights are recurring constraints in Ontario and the development of resistant varieties is the most sustainable and cost-effective management strategy. Therefore, the goals of the present study were to evaluate bacterial brown spot (BBS) and common bacterial blight (CBB) resistance levels in Ontario-adapted genotypes, and to identify quantitative trait loci (QTL) associated with resistance. Field and indoor trials were conducted to phenotype plants for disease severity, and mapping populations were developed for QTL identification. Disease severity scores varied among genotypes, with higher scores for CBB compared to BBS. A total of 20 and 18 major QTL were discovered for BBS and CBB, respectively. The identified QTL can potentially be incorporated into molecular breeding programs to improve the selection of resistant genotypes.","Rodrigues-Correa, Caio.",Caio Rodrigues-Correa,2023,MSc,EEE,0.5881827096743428
Guelph,University of Guelph,Genetic dissection of seed composition traits in soybean using a MAGIC population (SoyMAGIC).,"Multi-parent advanced generation inter-cross (MAGIC) populations serve as effective genetic platforms for precise mapping of quantitative traits, such as agronomic and seed composition traits in soybean (Glycine max). Through this study, an eight-parent MAGIC population (SoyMAGIC) consisting of 721 recombinant inbred lines (RILs) has been established through inter-mating of eight soybean founders. The founders comprised genetically diverse elite cultivars exhibiting a wide range of agronomic and seed composition characteristics. This study aimed to: 1) establish and introduce the SoyMAGIC population as a novel platform for investigating genotypic and phenotypic traits related to soybean agronomic and seed quality, and 2) capitalize on this unprecedented opportunity provided by SoyMAGIC, along with advances in the DNA sequencing technology, to discover quantitative trait loci (QTL) associated with the target traits through Genome Wide Association Studies (GWAS). The RILs were evaluated for important seed composition traits across four different locations in Ontario (Ridgetown, Palmyra, Elora and Ottawa) in 2020 and 2021 using randomized complete block designs with two replications. Seed composition traits were assessed using near-infrared reflectance (NIR). The genotyping-by-sequencing (GBS) method was employed to identify polymorphic SNP markers among the RILs, which were subsequently used for genetic studies and detecting QTL associated with the target traits. We constructed a high-density linkage map using inclusive composite interval mapping (ICIM) method, which resulted in a map with a length of 3,770.75 cM and 12,007 SNP markers. Compared to parental lines, the RILs displayed transgressive segregation for the selected traits, as well as a higher recombination frequency across the genome, which confirm SoyMAGIC's ability to increase recombination frequency among the RILs. The assessment of haplotype blocks indicated an uneven distribution of the parental genomes in RILs, implying that certain parental genomes had a greater or lesser influence on the population. The RILs were used to calculate the decay distance of genome- and chromosome-wide linkage disequilibrium (LD). Afterward, GWAS was performed along with candidate gene prediction for seed composition traits using 122,747 SNPs for both the entire SoyMAGIC population and a subset of 200 early maturing RILs. Altogether, 212 markers, which were divided into 196 QTL that showed significant associations with the seed composition traits. By providing valuable genetic information, SoyMAGIC enhances our understanding of the genetic structure of seed composition traits in soybean.Multi-parent advanced generation inter-cross (MAGIC) populations serve as effective genetic platforms for precise mapping of quantitative traits, such as agronomic and seed composition traits in soybean (Glycine max). Through this study, an eight-parent MAGIC population (SoyMAGIC) consisting of 721 recombinant inbred lines (RILs) has been established through inter-mating of eight soybean founders. The founders comprised genetically diverse elite cultivars exhibiting a wide range of agronomic and seed composition characteristics. This study aimed to: 1) establish and introduce the SoyMAGIC population as a novel platform for investigating genotypic and phenotypic traits related to soybean agronomic and seed quality, and 2) capitalize on this unprecedented opportunity provided by SoyMAGIC, along with advances in the DNA sequencing technology, to discover quantitative trait loci (QTL) associated with the target traits through Genome Wide Association Studies (GWAS). The RILs were evaluated for important seed composition traits across four different locations in Ontario (Ridgetown, Palmyra, Elora and Ottawa) in 2020 and 2021 using randomized complete block designs with two replications. Seed composition traits were assessed using near-infrared reflectance (NIR). The genotyping-by-sequencing (GBS) method was employed to identify polymorphic SNP markers among the RILs, which were subsequently used for genetic studies and detecting QTL associated with the target traits. We constructed a high-density linkage map using inclusive composite interval mapping (ICIM) method, which resulted in a map with a length of 3,770.75 cM and 12,007 SNP markers. Compared to parental lines, the RILs displayed transgressive segregation for the selected traits, as well as a higher recombination frequency across the genome, which confirm SoyMAGIC's ability to increase recombination frequency among the RILs. The assessment of haplotype blocks indicated an uneven distribution of the parental genomes in RILs, implying that certain parental genomes had a greater or lesser influence on the population. The RILs were used to calculate the decay distance of genome- and chromosome-wide linkage disequilibrium (LD). Afterward, GWAS was performed along with candidate gene prediction for seed composition traits using 122,747 SNPs for both the entire SoyMAGIC population and a subset of 200 early maturing RILs. Altogether, 212 markers, which were divided into 196 QTL that showed significant associations with the seed composition traits. By providing valuable genetic information, SoyMAGIC enhances our understanding of the genetic structure of seed composition traits in soybean.","Hashemisardroud, Seyedmohammad.",Seyedmohammad Hashemisardroud,2023,PhD,EEE,0.6487445100985071
Guelph,University of Guelph,Genome Sequencing Reveals Intra-Plant and Clonal Genetic Diversity in Cannabis.,"Cannabis (Cannabis sativa L.) cultivation relies on clonal propagation through stem cuttings and/or micropropagation to produce uniform clones. However, concerns about maintaining long-term genetic fidelity exist, with some clones losing vigour and cannabinoid levels over time. The current studies address concerns through deep genetic analysis. The first study explores intra-plant genetic diversity in C. sativa cv. 'Honey Banana', using deep sequencing (>50×) and identifying over six million sequence variants. The analysis revealed an accumulation of mutations towards the top. Several discovered mutations linked to cannabinoid and terpene biosynthesis pathways might explain the decline in certain clonal lines. Regardless, these results demonstrate that individual plants have genetic variation and stem cuttings would not be genetically identical. Micropropagation, an alternative clonal propagation method, uses plant tissue culture techniques to multiply plants but can lead to somaclonal variation. The second study compared the efficacy of genotyping-by-sequencing (GBS) and simple sequence repeats (SSRs) in evaluating genetic fidelity in a clonal population of micropropagated cannabis plantlets. Due to the limited genome coverage of SSRs, very little genetic variation was detected. In contrast, GBS identified over 9000 variants, revealing substantial genetic diversity within clonal lines. This highlighted the superiority of sequencing-based technologies in detecting genetic diversity within clonal populations. The third study used GBS to analyze the nature of genetic somaclonal variation in micropropagated cannabis clones of the same chronological age but varying subculture counts. A positive correlation was found between the number of subcultures and the accumulation of genetic variants, emphasizing the importance of subculture counts in micropropagated plants and the value of GBS in monitoring mutations. Additionally, some variants were predicted to negatively impact gene function, further emphasizing the necessity for quality control in cannabis micropropagation. In conclusion, these studies offer comprehensive insights into the genetic complexities and challenges of cannabis cloning. The identified genetic variations across different cloning techniques and the accumulation of somatic mutations emphasize the need for advanced genomic tools and careful management practices to maintain clonal lines' genetic fidelity. These findings contribute to optimizing cannabis cultivation and other horticultural applications, revealing strategies for selection and quality control of plant material.","Adamek, Kristian.",Kristian Adamek,2023,PhD,EEE,0.5324118620066551
Guelph,University of Guelph,Genomic Analysis of Sclerotinia Stem Rot (caused by Sclerotinia sclerotiorum) Resistance in a Canadian Soybean Germplasm Panel.,"Sclerotinia stem rot (SSR), caused by Sclerotinia sclerotiorum (Lib.) de Bary, is a significant disease affecting soybean (Glycine max (L.) Merr.) in temperate regions of North America. Current management strategies remain costly and ineffective. When available, genetic resistance offers one of the most economical and reliable solutions to manage crop diseases. Therefore, the objectives of this thesis were as follows: 1) define marker-trait associations (MTA) and candidate genes associated with SSR resistance in a Canadian-grown soybean panel (CGSP) of 193 diverse genotypes, 2) validate discovered MTAs, 3) evaluate selected candidate genes for their role in SSR resistance, and 4) assess potential penalty of SSR resistance alleles on CGSP's agronomic and seed quality traits. The CGSP underwent phenotyping in controlled environments, and agronomic and seed quality traits in field environments. Genotyping was performed by genotyping-by-sequencing, which yielded 417,000 SNPs. Genome-wide-association studies (GWAS) identified significant SNPs on Chromosomes 2 and 9 for SSR resistance with allele effects of 16.1 mm and 14.3 mm respectively. An independent panel of soybean genotypes with partial resistance (PR) and susceptible (S) responses to SSR was assembled, phenotyped and genotyped for MTA validation. Allele frequency analyses in the validation panel showed significantly higher-than-expected PR allele frequencies and lower-than-expected S allele frequencies in the PR genotypes for both Chromosome 2 and 9 MTAs. Real-time quantitative polymerase chain reaction studied gene expression changes between PR and S soybean genotypes at 1-, 3-, and 5-days post-inoculation (DPI), showing significantly higher and earlier gene expression in PR cultivars relative to S cultivars. Expression of some genes increased up to 11 to 16-fold by 3 DPI in the PR cultivars, whereas the same genes were generally downregulated in S cultivars at the same DPI. Genomic analyses including GWAS found no co-localization between SSR resistance MTAs and agronomic or seed quality MTAs. The field studies determined that no penalty in yield or agronomic traits were associated with SSR resistance alleles in the genotypes that were part of on CGSP. These results enhance our understanding of SSR resistance genetics in soybean and provide valuable targets for more accurate selection of SSR resistant soybean cultivars.","Mugabe, Deus.",Deus Mugabe,2024,PhD,EEE,0.5262241846026253
Guelph,University of Guelph,Glucose-Induced Memory Enhancement Mediated by Opioid Systems in Rats.,"The mechanism of the memory enhancing effects of peripheral administered glucose is not well understood. This line of research is important because it may offer insight into food addictive seeking behaviours and obesity. The aim of the current study was to investigate the effect of subcutaneous glucose injections on memory consolidation and if the memory enhancement could be blocked by modulating the opioid or catecholamine systems. In this study, male Sprague-Dawley rats were tested on object recognition with post-training administration of glucose as well as with post-training administration of a contrave-like drug combination and glucose. It was found that glucose (100mg/kg) enhancing effect on object recognition tasks could be blocked with the contrave-like combination, naltrexone alone, and naloxone methiodide. This experiment concluded that opioid receptors are involved with the memory enhancement from glucose.","Soodeen, Keith.",Keith Soodeen,2024,MSc,other,0.162148141753929
Guelph,University of Guelph,Governance and socio-technical change in Canadian SMEs: Securing Cybersecurity.,"This study examines cybersecurity discourses of small and medium size businesses in Canada. The findings culminated in a novel conceptual framework, which captures the intricate interplay between the discourse of agency, prevailing conditions, and the resultant discourse of strategy. Central to this model is the discourse of agency, framing cybersecurity as either a high agency mechanism actively contributing to business objectives, or a low agency mechanism perceived as a passive burden. The conditions under which businesses operate, characterized by external pressures and internal motivations, alongside the degree of environmental support, further shape their cybersecurity narratives. These dynamics significantly influence the resultant discourse of strategy, leading to four distinct strategic narratives: Synergistic Asset, Operational Pragmatism, Ambivalent Prospect, and Impractical Liability. For instance, a discourse of Synergistic Asset reflects a perception of an environment positively influenced by robust governmental cybersecurity initiatives, setting benchmarks in cybersecurity practices. Conversely, a discourse of Impractical Liability reflects pronounced levels of risk, influenced by societal narratives and economic apprehensions. We offer a comprehensive model for understanding cybersecurity discourses, bridging empirical findings with theoretical underpinnings, and providing valuable insights for both academia and industry.","Hoong, Yang.",Yang Hoong,2024,PhD,other,0.1516700837244549
Guelph,University of Guelph,Governing Jordan: Modeling policy-making processes in an authoritarian monarchy.,"Growing attention is being paid to policies in authoritarian regimes, but studies of the policy-making processes themselves remain heavily focused on democratic countries, particularly those in the Global North. In the absence of a concerted focus on authoritarian policy making, our understanding of these processes has primarily been informed by comparative politics scholars studying transitions from authoritarianism to democracy. As a result, policy making has frequently been assumed away, reduced to the relatively straightforward product of the interests of dictators and their elites. This research study builds upon burgeoning efforts in the authoritarian legislatures and public policy literature to confront these assumptions. Drawing on the case of Jordan, the thesis asks how the sensitivity of a policy issue affects the policy-making process in an authoritarian monarchy. The study finds, firstly, that reductionist assumptions about authoritarian policy making only hold true when certain issues are being addressed; in the case of Jordan, the King and his institutions closely control policy making when an issue is sensitive, but the process is much more pluralistic when less sensitive issues are being addressed. The study finds, secondly, that, regardless of the issue, the process is highly complex, involving the dynamic interactions of a range of executive and legislative actors across a series of decision-making arenas. The study contributes to the emerging research on policy making in non-democratic contexts in two ways. Firstly, it uses the case of Jordan to draw in the neglected category of authoritarian monarchies, providing a broader empirical basis for theory building around authoritarian policy making. Secondly, it extends the close-range approach that has thus far been used to understand authoritarian legislatures to examine the entire policy-making process, focusing, in particular, on opening up the black box of authoritarian executives. This research also contributes specifically to the Middle East studies literature, showing how the investigation of a range of phenomena in the region - such as decentralization processes - would benefit from serious engagement with policy-making processes. The findings are most directly applicable to Jordan and other authoritarian monarchies, but they will also provide insights for the wider universe of authoritarian regimes.","Karmel, Ezra.",Ezra Karmel,2022,PhD,other,0.21058804690297972
